x,y,z
0.0011732385740658594,0.0011781098653141622,-2.2078161805966223e-05
0.005875915135911714,9.744080054653113e-05,0.12512979162669718
0.007048010755676779,0.00011558917993140401,-0.0002206371762179249
0.005866469950255596,0.0001314344417935366,-0.12557095768409304
0.0023321561881622342,0.00014044654604897575,-0.2508769919248334
-0.0035532429899319262,0.00013811449256521813,-0.37609459779840504
-0.011787216983069237,0.00011994785830354089,-0.501179684028017
-0.02236643340991845,8.147832020458567e-05,-0.6260882250914894
-0.035286739656435626,1.8261163376797002e-05,-0.7507762761281701
-0.05054316469090331,-7.412322584464295e-05,-0.8751999878167547
-0.06812992114589435,-0.00020006788239200143,-0.9993156212193709
-0.08804040766663312,-0.0003639378009290741,-1.1230795625872865
-0.11026721152514057,-0.0005700684906923039,-1.2464483381235993
-0.13480211149947746,-0.0008227645471077798,-1.3693786286982863
-0.16163608101730997,-0.0011262982405758938,-1.491827284510962
-0.1907592915629555,-0.0014849081228059113,-1.6137513396967473
-0.22216111634697233,-0.0019027976510724224,-1.7351080268706205
-0.2558301342372915,-0.0023841338307642214,-1.855854791605644
-0.29175413395079003,-0.0029330458765744437,-1.9759493068404825
-0.32992011850414793,-0.003553623892689413,-2.0953494872116223
-0.3703143099227268,-0.004249917572307113,-2.214013503305726
-0.41292215420614775,-0.005025934916820545,-2.3318997958275673
-0.4577283265491591,-0.005885640974989489,-2.448967089679016
-0.5047167368162905,-0.006832956602411205,-2.5651744079445358
-0.5538705352687407,-0.007871757241589606,-2.6804810857787236
-0.6051721185418377,-0.009005871722913731,-2.794846784191381
-0.6586031358713389,-0.010239081086813682,-2.908231503725681
-0.7141444955667732,-0.01157511742738504,-3.0205955980249906
-0.7717763717299257,-0.013017662757748898,-3.1318997872839325
-0.8314782112165006,-0.014570347897399262,-3.2421051715793294
-0.8932287408389205,-0.01623675138180422,-3.3511732440766404
-0.957005974808126,-0.01802039839448116,-3.4590659041075966
-1.0227872224121872,-0.019924759721814407,-3.565745470114729
-1.0905490959294337,-0.021953250730790713,-3.671174692458523
-1.1602675187737528,-0.024109230369922886,-3.7753167660829927
-1.2319177338696148,-0.026396000193529917,-3.878135343035456
-1.305474312254315,-0.028816803409576035,-3.9795945448363734
-1.3809111619048593,-0.03137482395128232,-4.079658974695136
-1.458201536786798,-0.03407318557267032,-4.178293729567709
-1.5373180461223004,-0.036914950968197635,-4.2754644120521155
-1.618232663874641,-0.03990312091668669,-4.37113714211774
-1.7009167384462258,-0.04304063344966498,-4.465278568664552
-1.7853410025871561,-0.046330363044283396,-4.557855880908271
-1.8714755835113719,-0.0497751198409292,-4.648836819587689
-1.9592900132171909,-0.05337764888569551,-4.738189687990302
-2.0487532390091188,-0.057140629397772875,-4.825883362792508
-2.1398336342176636,-0.06106667406194214,-4.911887304710631
-2.2324990091138397,-0.0651583283462073,-4.996171568959183
-2.3267166220149833,-0.06941806984469519,-5.078706815512683
-2.422453190578407,-0.07384830764590457,-5.159464319167557
-2.519674903279414,-0.07845138172638552,-5.23841597940057
-2.6183474310700117,-0.08322956236988022,-5.315534330020417
-2.718435939214751,-0.08818504961204804,-5.390792548609055
-2.8199050992999215,-0.09331997271077337,-5.464164465749483
-2.922719101412344,-0.09863638964212657,-5.535624574036721
-3.0268416664838975,-0.10413628662197685,-5.605148036868825
-3.132236058797895,-0.10982157765337132,-5.672710697014748
-3.238865098653328,-0.11569410409958156,-5.738289084956097
-3.346691175182957,-0.12175563428290838,-5.80186042699969
-3.455676259321156,-0.1280078631092371,-5.863402653158077
-3.565781916917396,-0.13445241171830938,-5.922894404795138
-3.6769693219911206,-0.14109082715974322,-5.98031504203397
-3.7891992701238024,-0.14792458209470466,-6.035644650924395
-3.9024321919838614,-0.15495507452330826,-6.088864050367415
-4.016628166980074,-0.16218362753761817,-6.139954798794095
-4.131746937039073,-0.16961148910026413,-6.188899200596336
-4.247747920502462,-0.17723983184858474,-6.2356803123072115
-4.364590226139069,-0.1850697529242452,-6.280281948528461
-4.482232667267725,-0.19310227382831596,-6.322688687602932
-4.600633775986021,-0.2013383403016383,-6.362885877029809
-4.7197518175003585,-0.20977882223050295,-6.4008596386205
-4.839544804552618,-0.21842451357749754,-6.436596873393225
-4.9599705119387005,-0.22727613233741328,-6.470085266204347
-5.080986491114168,-0.23633432051813563,-6.501313290114615
-5.202550084882205,-0.24559964414646662,-6.530270210488571
-5.324618442158984,-0.2550725932986111,-6.556946088825449
-5.447148532811607,-0.2647535821554054,-6.581331786319982
-5.570097162563683,-0.2746429490819585,-6.603418967151625
-5.693420987963573,-0.28474095673175653,-6.62320010150078
-5.817076531410342,-0.29504779217491045,-6.64066846829072
-5.941020196232394,-0.3055635670505835,-6.65581815765397
-6.065208281813747,-0.31628831774327093,-6.6686440731220165
-6.189596998762853,-0.3272220055829263,-6.679141933537312
